age,saving,net_worth,tenure,duration,freq,goal,inv_type,risk_score,roi,true_segment,kmeans_cluster,gmm_cluster,dbscan_cluster
72,9662.35655361998,6301059.160196242,16,85,1,retirement,fd,31.4,11.34,0,3,3,2
21,27906.58386157011,760077.9555550094,0,9,15,wealth,crypto,45.2,25.52,2,0,0,5
40,27847.789522846928,2226643.1331340354,8,47,8,education,mutual,36.9,16.29,1,2,2,1
35,24258.485163266803,1908739.4602847064,8,48,9,wealth,mutual,35.6,16.36,1,2,2,0
27,42059.49484181004,1130383.214664677,2,12,22,wealth,stocks,64.7,23.87,2,0,0,11
64,7746.465062180389,6054704.235916485,14,79,1,retirement,fd,27.6,10.96,0,3,3,2
34,21866.00040810627,2041816.8982196865,8,42,8,education,etf,33.2,15.92,1,2,2,3
42,25221.66080837366,2363574.99875544,7,55,9,education,mutual,38.5,16.65,1,2,2,1
52,40401.572059927465,3951116.280390088,13,100,5,retirement,mutual,34.1,15.41,3,1,1,8
68,12094.635413242897,6514728.740799178,18,75,1,retirement,fd,30.9,11.29,0,3,3,2
59,14314.616426531007,6098646.132815603,11,81,1,retirement,fd,26.3,10.83,0,3,3,2
53,9480.906644832166,5965682.976957265,16,81,2,retirement,fd,24.3,10.83,0,3,3,2
18,36288.18881730277,1254426.1476402774,2,10,22,wealth,stocks,59.3,23.33,2,0,0,11
47,19375.40303349487,2146072.4161210586,11,49,7,wealth,etf,36.5,16.05,1,2,2,9
24,35055.488288703906,1108248.522520539,2,15,17,wealth,crypto,51.5,26.55,2,0,0,5
39,42068.12104056626,2474604.793245252,11,100,6,retirement,mutual,29.9,15.19,3,1,1,8
46,34641.4752711829,3409335.3367040697,11,98,5,retirement,real_estate,30.1,15.01,3,1,1,7
24,35668.07191246784,853558.6827824722,3,14,24,wealth,crypto,65.7,29.37,2,0,0,5
67,8934.598320676178,5351941.667875052,14,86,2,retirement,gold,30.7,12.47,0,3,3,2
38,22971.836900353584,1780477.9908891327,5,52,6,education,stocks,30.4,17.24,1,2,2,12
23,34440.48527757715,1121411.2337981325,3,13,23,wealth,stocks,63.1,23.91,2,0,0,11
26,38491.51579967514,829556.5284233757,1,11,23,wealth,crypto,65.6,29.16,2,0,0,5
39,23060.41456157045,1305309.2728942242,9,49,13,wealth,mutual,45.2,18.12,1,2,2,0
46,43510.331355423936,3596073.4889980718,10,100,9,wealth,real_estate,39.7,16.77,3,1,1,13
34,24790.44439544907,1548659.464995689,8,54,12,education,mutual,40.6,17.46,1,2,2,1
59,13234.425149937248,6255749.78768093,18,84,2,retirement,fd,27.7,11.17,0,3,3,2
40,28777.851134308505,1632040.7318215384,9,47,11,education,etf,43.1,17.51,1,2,2,3
35,22815.01219473478,2057612.3607916904,9,42,12,education,mutual,41.9,17.59,1,2,2,1
57,40236.850213454585,3987556.818649144,13,102,5,retirement,mutual,36.3,15.63,3,1,1,8
30,33589.3780525437,1350469.7797058383,0,15,20,wealth,crypto,60.2,28.02,2,0,0,5
56,40453.41346827034,2984266.535628654,8,94,7,wealth,real_estate,40.7,16.47,3,1,1,13
25,38118.57540944607,488850.5994501345,3,15,21,wealth,crypto,60.6,28.26,2,0,0,5
41,25645.095828830366,1345479.285960216,7,42,7,education,mutual,35.4,15.94,1,2,2,1
24,38477.588700315166,1170045.0796186184,3,12,19,wealth,crypto,56.5,27.45,2,0,0,5
72,8001.395535410178,5912218.027250392,14,78,1,retirement,fd,31.8,11.38,0,3,3,2
52,8799.15286852259,4947176.529079838,14,83,1,retirement,fd,21.5,10.35,0,3,3,2
38,26445.903481158675,1511054.8771982985,7,60,10,education,mutual,38.3,16.83,1,2,2,1
62,12747.317090325916,5332259.215450054,17,84,1,retirement,gold,27.1,11.91,0,3,3,2
52,38654.62383161602,4317026.873735599,10,101,3,retirement,real_estate,29.6,14.56,3,1,1,7
48,39015.05422726442,4355679.691757001,12,91,7,wealth,real_estate,36.7,16.07,3,1,1,13
19,40306.48655799976,1058078.4469842785,0,9,19,wealth,crypto,54.7,27.27,2,0,0,5
66,12593.989093122218,6342753.869395102,14,76,1,retirement,ppf,29.9,11.69,0,3,3,4
43,37665.78584432538,3505436.0322540533,13,99,6,retirement,real_estate,31.1,15.31,3,1,1,7
57,9651.291484194327,6614607.392148525,17,89,1,emergency,fd,23.5,10.55,0,3,3,2
57,6767.378783126824,5519976.852360268,12,83,2,emergency,fd,25.6,10.96,0,3,3,2
70,10487.906395817,5962167.1978370845,17,72,1,retirement,ppf,31.9,11.89,0,3,3,4
63,8361.484280557004,6530685.482436567,14,80,1,emergency,fd,27.2,10.92,0,3,3,2
62,6831.72811398902,5571613.953086603,11,72,1,retirement,fd,27.2,10.92,0,3,3,2
27,31670.394092959767,1151986.650985524,4,15,23,wealth,stocks,64.3,24.03,2,0,0,11
67,9531.184399367356,6166303.755162098,12,77,1,retirement,ppf,29.7,11.67,0,3,3,4
53,30248.48309276813,3611075.6941626295,14,110,6,retirement,real_estate,33.5,15.55,3,1,1,7
50,35035.58485379457,5238523.39407316,11,105,3,retirement,real_estate,27.5,14.35,3,1,1,7
41,23732.294742936345,1426167.6556382603,5,40,10,education,stocks,41.2,19.12,1,2,2,12
41,25927.163314312864,2103767.996505264,4,55,10,education,mutual,40.2,17.02,1,2,2,1
23,39518.09371781452,1063627.913252829,1,12,20,wealth,crypto,58.2,27.82,2,0,0,5
19,37938.11687369795,1191706.1426406954,2,15,19,wealth,crypto,53.6,27.16,2,0,0,5
50,35898.891444237954,2802943.6979750264,8,103,3,retirement,mutual,27.9,14.39,3,1,1,8
21,32280.256220966337,747924.4706144007,2,10,22,wealth,crypto,60.0,28.4,2,0,0,5
39,25056.371533923822,2290236.0701929284,5,55,9,education,etf,37.0,16.5,1,2,2,3
37,23950.343952630992,2671073.6363599235,6,50,11,education,etf,40.3,17.23,1,2,2,3
28,37569.60169018846,987347.168051008,3,11,13,wealth,crypto,46.4,25.24,2,0,0,5
20,33452.9488450734,1135532.6157624072,1,14,18,wealth,crypto,51.3,26.73,2,0,0,5
30,30492.231474493783,2126945.0533021446,8,55,10,education,etf,35.6,16.56,1,2,2,3
63,9944.970189898728,6297514.732917782,15,87,2,retirement,gold,28.8,12.28,0,3,3,2
52,43470.64781189307,4180043.839469402,13,95,4,retirement,real_estate,33.2,15.12,3,1,1,7
75,8363.602233155385,5767097.215440919,15,77,2,retirement,fd,35.5,11.95,0,3,3,2
26,35154.95443676683,1234064.1916600724,3,10,23,wealth,stocks,65.0,24.1,2,0,0,11
66,9634.20711779032,5725865.602537462,11,83,1,retirement,ppf,28.6,11.56,0,3,3,4
63,11652.094342883012,6132387.65548899,17,85,1,retirement,fd,27.3,10.93,0,3,3,2
39,23226.35314227288,1853358.9720645023,9,49,7,education,mutual,33.2,15.72,1,2,2,1
63,9216.483701912355,5902651.351941659,14,84,2,retirement,ppf,28.9,11.79,0,3,3,4
65,10321.147962099729,6618719.06734207,13,70,1,retirement,fd,29.6,11.16,0,3,3,2
26,34056.30059565917,1094551.5111677472,2,12,18,wealth,crypto,54.6,27.06,2,0,0,5
32,27375.235822026167,871932.4711037236,8,53,12,education,etf,40.2,17.42,1,2,2,3
71,6041.4003792484245,5527126.96965161,17,92,2,retirement,ppf,31.5,12.05,0,3,3,4
31,33219.66685750694,1331589.4758624595,1,8,16,wealth,crypto,53.3,26.53,2,0,0,5
59,14638.659079963389,6210047.24522592,11,74,2,retirement,fd,29.0,11.3,0,3,3,2
56,9136.759374563902,6492724.84280761,14,71,1,emergency,gold,24.7,11.67,0,3,3,2
67,9788.103291391728,5834605.387836222,13,80,1,retirement,fd,29.5,11.15,0,3,3,2
44,40826.47184885655,4061182.00722836,10,101,7,retirement,real_estate,34.1,15.81,3,1,1,7
24,33766.74252316061,984531.9045032052,2,8,21,wealth,crypto,60.0,28.2,2,0,0,5
21,36126.78365530942,1288506.4155788124,2,14,20,wealth,crypto,56.3,27.63,2,0,0,5
34,28413.573327908118,2601685.160274092,7,50,10,education,stocks,37.7,18.77,1,2,2,12
34,32337.308707341053,2067761.229964828,7,46,5,education,etf,28.9,14.89,1,2,2,3
41,23802.230062162114,2138955.936683422,7,47,11,education,stocks,42.6,19.46,1,2,2,12
53,39549.77427359661,3955604.498148023,11,90,5,retirement,mutual,35.4,15.54,3,1,1,8
24,43775.700607217776,417870.932347492,2,12,18,wealth,crypto,55.6,27.16,2,0,0,5
57,9659.630754950143,5963026.217195803,12,75,2,retirement,fd,26.9,11.09,0,3,3,2
59,10925.182585707902,5474345.044180328,8,77,2,retirement,fd,28.0,11.2,0,3,3,2
50,43624.38656221396,3591849.353133813,12,102,6,retirement,etf,35.5,15.75,3,1,1,10
26,37670.14437917653,998276.921345225,1,11,23,wealth,stocks,65.4,24.14,2,0,0,11
45,41030.8491375323,3687897.8527275934,17,98,7,wealth,etf,34.9,15.89,3,1,1,14
37,21737.565495662897,2251634.1636056,7,54,12,education,etf,41.4,17.54,1,2,2,3
34,23781.54575027859,1910424.2302746903,8,44,9,education,mutual,35.4,16.34,1,2,2,1
50,27767.44351069933,1778899.6851734712,9,44,11,wealth,stocks,48.2,20.02,1,2,2,-1
37,28850.06373186462,1426783.8381528584,11,55,6,education,mutual,30.8,15.28,1,2,2,1
53,45140.264550886684,4258186.154221197,11,97,3,retirement,real_estate,31.8,14.78,3,1,1,7
65,9437.344885763574,6407075.881059133,13,78,2,retirement,ppf,30.6,11.96,0,3,3,4
62,9013.754355200455,6160839.27068825,14,86,1,retirement,fd,26.2,10.82,0,3,3,2
38,18377.357302985936,2151084.704045533,8,55,9,education,mutual,35.2,16.32,1,2,2,1
44,26278.46967893856,886815.8270627118,9,45,12,education,mutual,46.8,18.08,1,2,2,1
55,40446.185557277895,3947150.665186523,14,107,6,retirement,mutual,36.9,15.89,3,1,1,8
21,32907.42501423389,1398499.541915306,1,9,14,wealth,crypto,44.2,25.22,2,0,0,5
61,9626.057394029109,5882689.715021293,12,81,1,retirement,ppf,26.3,11.33,0,3,3,4
68,11206.374862164686,5510139.387641597,13,76,2,retirement,fd,32.6,11.66,0,3,3,2
25,36497.25235818599,490577.1556241306,0,8,19,wealth,crypto,57.0,27.5,2,0,0,5
37,26522.835468829744,1935485.826535542,6,48,10,wealth,mutual,39.0,16.9,1,2,2,0
36,20976.22081828979,2475651.9125813865,9,59,7,education,mutual,30.3,15.43,1,2,2,1
22,35965.292813197564,1228223.4284906075,1,11,21,wealth,stocks,59.1,23.11,2,0,0,11
32,43091.46447346717,383290.067813135,0,16,23,wealth,crypto,69.0,29.5,2,0,0,5
69,9988.807962341907,5364969.455643984,14,88,2,retirement,fd,31.7,11.57,0,3,3,2
48,39743.415762600496,4010846.505172489,15,105,4,wealth,real_estate,29.4,14.74,3,1,1,13
67,8982.072748585002,5894166.509034412,14,89,1,retirement,ppf,28.4,11.54,0,3,3,4
36,22957.27351259292,1985873.2561620416,6,44,10,wealth,stocks,38.2,18.82,1,2,2,17
27,31439.221707110628,415652.8800697158,3,15,15,wealth,crypto,48.3,25.83,2,0,0,5
42,20756.61096590104,1669692.3618127368,9,43,4,education,etf,28.9,14.69,1,2,2,3
44,23226.559510223167,2002793.9665023757,7,50,11,wealth,etf,43.6,17.56,1,2,2,9
62,9725.256423201206,6224736.956416153,18,87,2,retirement,ppf,28.2,11.72,0,3,3,4
74,10847.198131186922,6694168.889104224,15,72,1,retirement,fd,34.0,11.6,0,3,3,2
19,32434.20272600853,988815.6345941228,1,10,16,vacation,stocks,47.0,20.9,2,0,0,15
63,11028.50951203567,6036437.049007758,13,78,2,retirement,gold,29.9,12.39,0,3,3,2
20,35288.20340074662,1024374.1228719408,1,14,17,wealth,crypto,49.7,26.37,2,0,0,5
41,23759.683592870468,2302690.801141371,8,47,7,education,mutual,34.6,15.86,1,2,2,1
40,19982.786422562946,1363661.6572565218,6,51,7,wealth,mutual,32.9,15.69,1,2,2,0
68,12634.23013467973,5732332.4564918885,15,77,2,retirement,fd,32.8,11.68,0,3,3,2
54,40106.1335514749,3894473.9760134974,9,99,6,retirement,real_estate,37.1,15.91,3,1,1,7
64,10366.719839558313,6637437.520639361,14,80,1,retirement,fd,28.1,11.01,0,3,3,2
51,39528.17685813217,4719170.614772651,12,92,8,retirement,real_estate,40.2,16.62,3,1,1,7
28,36764.41793746808,1081193.465877989,2,12,18,wealth,crypto,56.2,27.22,2,0,0,5
20,42789.02695465713,1365051.0374273318,0,12,18,wealth,stocks,53.4,21.94,2,0,0,11
44,27934.008927995223,1679511.8560748468,4,54,9,education,mutual,40.2,16.82,1,2,2,1
28,32845.229274127494,1638101.3616678985,0,13,14,wealth,stocks,47.3,20.53,2,0,0,11
33,25882.04919791989,2031681.1714758573,9,57,10,education,mutual,36.0,16.6,1,2,2,1
73,11719.175773959603,5938971.433939361,18,84,1,retirement,fd,32.4,11.44,0,3,3,2
44,28098.922704742094,1994029.851022816,9,50,8,education,mutual,38.6,16.46,1,2,2,1
44,36076.21279723315,3692745.665167426,13,91,4,retirement,real_estate,28.1,14.61,3,1,1,7
66,10854.38872374337,6289928.642647566,13,82,1,retirement,fd,29.0,11.1,0,3,3,2
39,25541.016071991664,2009578.5529797045,8,50,10,wealth,mutual,39.6,16.96,1,2,2,0
52,44066.43101242167,3044003.2830591304,10,96,3,retirement,real_estate,31.2,14.72,3,1,1,7
70,10638.34902083836,5518633.717357694,18,73,1,retirement,gold,31.8,12.38,0,3,3,2
56,4119.222730671439,6378747.574668743,17,88,1,retirement,ppf,22.0,10.9,0,3,3,4
57,40490.27459437903,3641312.173523997,8,98,7,retirement,real_estate,40.8,16.48,3,1,1,7
44,23740.45901250631,2279370.0537537485,8,43,9,education,mutual,40.4,16.84,1,2,2,1
28,35496.634415388864,970114.015065858,2,8,14,wealth,stocks,48.3,20.63,2,0,0,11
36,24214.65783297188,1831119.7260781024,5,53,11,education,mutual,39.5,17.15,1,2,2,1
28,34467.66228831725,1058953.5778003645,1,13,25,wealth,crypto,69.6,29.96,2,0,0,5
35,22506.13631355433,1660233.0121134778,8,49,9,education,mutual,35.1,16.31,1,2,2,1
22,33575.15019948949,601836.9176780487,3,11,19,wealth,crypto,54.6,27.26,2,0,0,5
72,7793.583268556634,5217598.614318972,15,70,2,retirement,fd,34.6,11.86,0,3,3,2
25,33021.89166219089,1114053.2162816338,1,7,21,wealth,stocks,60.4,23.24,2,0,0,11
20,33609.64950822072,534664.882420261,3,15,21,wealth,crypto,57.2,27.92,2,0,0,5
63,13061.501664687396,6186052.736303432,14,75,2,retirement,ppf,30.6,11.96,0,3,3,4
42,24731.99240358686,2136345.8396992884,9,57,9,education,mutual,38.2,16.62,1,2,2,1
45,23973.94796258568,968682.859943788,7,55,10,education,mutual,41.8,17.18,1,2,2,1
40,26217.550800078698,2219015.9280676213,8,41,10,education,mutual,41.1,17.11,1,2,2,1
37,27203.277558429,1532407.635915,7,45,13,education,etf,45.4,18.14,1,2,2,3
45,20789.15136678457,2712559.886640343,7,51,9,education,mutual,39.6,16.76,1,2,2,1
46,39392.07318571169,3116281.106501803,8,101,4,retirement,real_estate,28.8,14.68,3,1,1,7
55,8780.434191361235,5747126.647869032,12,80,1,retirement,fd,23.3,10.53,0,3,3,2
63,12381.292549572683,6029011.367404197,12,88,1,retirement,fd,27.2,10.92,0,3,3,2
42,30690.666243616244,2382375.2240713243,7,43,10,education,etf,42.8,17.28,1,2,2,3
22,33464.15919186064,1555346.2186057344,2,11,14,wealth,crypto,44.6,25.26,2,0,0,5
45,44091.91315194817,3289563.4334325297,14,106,4,retirement,real_estate,28.7,14.67,3,1,1,7
39,25558.20529741164,2301457.712653385,9,37,10,education,mutual,40.9,17.09,1,2,2,1
47,42712.94984194837,4473095.480927752,12,95,8,retirement,real_estate,38.5,16.45,3,1,1,7
37,23215.98103851349,1564194.6366906178,8,49,7,education,etf,32.2,15.62,1,2,2,3
35,24481.559944319783,2017209.7940060508,9,50,7,wealth,etf,31.4,15.54,1,2,2,9
23,36189.41017131021,700248.4471462017,2,14,15,wealth,crypto,47.3,25.73,2,0,0,5
20,30078.095767291,743660.0481198904,3,12,17,wealth,crypto,48.8,26.28,2,0,0,5
72,10780.92969985778,7043023.5247685565,13,81,1,emergency,fd,32.1,11.41,0,3,3,2
45,26048.84599308516,1282738.5990183398,10,46,6,wealth,mutual,35.1,15.71,1,2,2,0
70,7064.9494684951205,6069530.199326709,9,78,2,emergency,fd,32.6,11.66,0,3,3,2
43,23772.039356239944,1453515.3636391095,7,50,13,education,etf,47.3,18.33,1,2,2,3
24,32533.500230952013,1009151.4443501284,1,11,18,wealth,crypto,53.4,26.94,2,0,0,5
35,27139.077551298848,1959520.9490729875,5,48,11,wealth,etf,40.1,17.21,1,2,2,9
26,38900.176218891465,1287178.922853749,2,12,21,wealth,stocks,61.6,23.36,2,0,0,11
35,24768.144287601117,1538145.2204461088,8,45,10,education,stocks,38.0,18.8,1,2,2,12
53,38336.25832836512,3106650.5652152007,8,99,7,retirement,mutual,38.3,16.23,3,1,1,8
41,35859.279477534656,3356692.1259860103,14,94,5,retirement,real_estate,28.3,14.83,3,1,1,7
64,38158.73432369166,3451469.766965876,10,104,5,retirement,mutual,39.2,15.92,3,1,1,8
30,33211.61360853737,782863.3632658358,2,14,18,wealth,stocks,56.2,22.22,2,0,0,11
43,26613.927909479466,2583664.3976754765,8,39,11,education,mutual,44.9,17.69,1,2,2,1
75,10293.586023971098,5833569.797808744,11,79,1,retirement,fd,33.7,11.57,0,3,3,2
25,36906.336587933576,754418.228677633,2,18,21,wealth,crypto,60.1,28.21,2,0,0,5
27,32324.98352591394,790701.1461960822,2,7,22,wealth,stocks,63.3,23.73,2,0,0,11
24,33574.17685377639,1061098.1268178534,3,7,17,wealth,crypto,52.0,26.6,2,0,0,5
26,28945.38330215073,1037979.0836410568,1,12,23,wealth,stocks,63.6,23.96,2,0,0,11
41,30751.863905817263,1752404.4788609268,8,47,7,education,mutual,36.0,16.0,1,2,2,1
65,9962.582487108206,6141875.511830751,16,77,2,emergency,gold,30.8,12.48,0,3,3,2
65,10889.205336440282,6061773.847977791,17,74,1,retirement,fd,29.3,11.13,0,3,3,2
46,42486.78624156304,3433408.6794373514,9,102,6,wealth,etf,33.3,15.53,3,1,1,14
29,29145.25115932993,963203.8983235976,3,8,25,wealth,crypto,69.5,29.95,2,0,0,5
32,22644.046239210285,1609429.7841073603,7,43,9,education,mutual,34.2,16.22,1,2,2,1
18,39683.98597281706,1093362.2782518317,1,17,16,wealth,stocks,47.2,20.92,2,0,0,11
31,42855.99694395374,1303410.477157054,1,15,23,wealth,stocks,68.6,24.46,2,0,0,11
54,42328.96545103746,2927564.3947878247,13,96,6,retirement,real_estate,37.9,15.99,3,1,1,7
63,11676.981548903284,5845758.60577209,14,75,2,retirement,fd,30.3,11.43,0,3,3,2
27,39627.047929857246,1365057.9127387004,2,15,18,wealth,crypto,55.9,27.19,2,0,0,5
67,9723.088032032452,5590785.667028999,13,80,1,retirement,fd,29.4,11.14,0,3,3,2
73,9427.991556239778,5749298.926557181,13,86,1,retirement,fd,31.8,11.38,0,3,3,2
64,9034.512955635935,6608979.576152779,14,77,1,retirement,ppf,28.1,11.51,0,3,3,4
36,28487.94417605858,1613841.515946831,6,49,9,education,etf,36.8,16.48,1,2,2,3
66,10975.744569742148,5793192.167185179,14,72,1,retirement,gold,30.0,12.2,0,3,3,2
25,35951.43173611203,1742519.3917507909,0,12,16,vacation,crypto,50.5,26.25,2,0,0,6
68,12821.86475949254,6276520.042926179,16,80,1,retirement,fd,30.6,11.26,0,3,3,2
25,27646.921062410445,972704.1585882292,3,11,20,wealth,stocks,56.9,22.69,2,0,0,11
52,10426.393256475378,6357304.895318309,17,78,1,retirement,fd,22.3,10.43,0,3,3,2
65,8496.417899809632,5556659.538858271,11,78,3,retirement,ppf,32.4,12.34,0,3,3,4
41,22453.28603088861,2068177.199488545,7,47,11,wealth,mutual,42.3,17.43,1,2,2,0
24,44103.42352750746,832515.2820969208,3,8,18,wealth,crypto,56.0,27.2,2,0,0,5
30,25165.0323069138,1162137.041436753,1,10,21,wealth,stocks,61.0,23.3,2,0,0,11
28,26098.488172377143,1337441.8920093628,1,11,19,wealth,crypto,56.1,27.41,2,0,0,5
72,10598.585160812983,6535771.576117443,16,80,2,retirement,fd,34.1,11.81,0,3,3,2
55,40301.07297127727,2413567.216899784,9,99,6,retirement,real_estate,37.7,15.97,3,1,1,7
47,21454.01343430653,2341775.1004562224,6,48,9,education,stocks,41.0,18.9,1,2,2,12
70,9419.450911622698,5717612.9979145285,15,79,1,retirement,fd,31.0,11.3,0,3,3,2
38,21456.39648055336,1964978.581418624,9,35,11,education,mutual,41.8,17.38,1,2,2,1
70,11906.250090752172,5359772.214498767,14,77,1,retirement,fd,31.7,11.37,0,3,3,2
46,24717.181848307104,1838193.966143322,8,57,12,education,mutual,46.2,18.02,1,2,2,1
39,26540.827883245667,2298823.5311296494,5,50,12,wealth,mutual,43.8,17.78,1,2,2,0
22,40507.73492635465,1208867.1047688543,1,12,18,wealth,stocks,53.9,21.99,2,0,0,11
41,25381.521757582857,1388967.6234576963,9,53,10,education,mutual,40.3,17.03,1,2,2,1
43,21024.52853440672,1765619.6925144752,8,46,10,education,mutual,41.1,17.11,1,2,2,1
73,8202.431903353743,6407750.511222132,15,85,1,retirement,ppf,31.6,11.86,0,3,3,4
64,11635.532598400574,6042843.58070168,15,85,2,retirement,fd,29.8,11.38,0,3,3,2
61,6447.5295342033605,5325211.894224234,15,82,1,retirement,fd,25.6,10.76,0,3,3,2
30,21497.497528357857,2318274.8080489547,10,47,12,education,mutual,38.6,17.26,1,2,2,1
57,7030.204063100193,4876555.333007697,16,78,2,retirement,fd,26.1,11.01,0,3,3,2
75,10734.57462680268,6271739.689335046,15,77,1,retirement,ppf,33.9,12.09,0,3,3,4
40,40395.85027386806,4010665.023375753,12,95,7,retirement,mutual,32.6,15.66,3,1,1,8
47,39537.18544790432,2846366.745523176,12,106,6,wealth,real_estate,32.8,15.48,3,1,1,13
24,35986.91284514509,1083073.958739911,3,8,18,wealth,crypto,54.4,27.04,2,0,0,5
50,11234.011899153396,5640445.274275407,20,81,2,retirement,gold,23.1,11.71,0,3,3,2
36,22623.989277714267,3314289.485472737,7,44,11,education,mutual,40.1,17.21,1,2,2,1
36,30026.908881536685,1910031.9076257916,8,54,8,education,etf,34.6,16.06,1,2,2,3
60,10587.115864333258,5975551.408262948,11,85,3,retirement,fd,29.6,11.56,0,3,3,2
56,38015.38330821979,4639133.269323186,13,98,6,retirement,mutual,37.8,15.98,3,1,1,8
27,36045.462968454296,1259292.1176554624,2,9,17,wealth,stocks,53.8,21.78,2,0,0,11
26,39502.90971749427,1178981.6840776163,0,9,22,wealth,crypto,64.0,28.8,2,0,0,5
56,42766.86490562222,3421290.328480806,14,105,2,retirement,real_estate,30.1,14.41,3,1,1,7
28,31100.65769388561,1109983.6732882063,2,14,19,wealth,crypto,56.8,27.48,2,0,0,5
60,10138.6886740725,5784437.21521245,16,81,2,retirement,ppf,27.9,11.69,0,3,3,4
20,37329.25154209793,1168136.2758849422,2,12,16,wealth,stocks,48.3,21.03,2,0,0,11
62,13544.503193339488,5721288.473445839,16,82,1,retirement,ppf,27.5,11.45,0,3,3,4
32,30251.11836102844,810399.8186187061,3,10,18,wealth,stocks,57.1,22.31,2,0,0,11
28,37942.43428126219,888283.8443732064,2,4,23,wealth,crypto,67.2,29.32,2,0,0,5
58,11520.111927379205,5508852.98287266,16,81,1,emergency,fd,25.2,10.72,0,3,3,2
25,37613.74948268827,902941.2815316396,1,17,19,wealth,stocks,56.3,22.43,2,0,0,11
38,23029.8688006706,2058804.3334451453,5,52,10,education,mutual,38.4,16.84,1,2,2,1
56,35841.173697215,2957721.9319493924,12,101,4,retirement,etf,33.1,15.11,3,1,1,10
43,25233.811889674627,2064605.399695363,9,46,6,education,mutual,33.9,15.59,1,2,2,1
24,36253.005039206815,1122942.6398948785,2,12,20,wealth,crypto,58.1,27.81,2,0,0,5
42,21059.41660493802,1692117.160304858,8,52,6,education,mutual,32.0,15.4,1,2,2,1
51,40562.01963241999,3198301.463708823,9,102,6,retirement,real_estate,35.4,15.74,3,1,1,7
49,42037.28260594344,2281522.2383203646,15,91,6,retirement,real_estate,35.8,15.78,3,1,1,7
26,32110.665504599183,748304.331181103,1,11,25,wealth,crypto,68.3,29.83,2,0,0,5
25,36002.17851329345,645229.1834414062,2,12,22,vacation,crypto,62.5,28.65,2,0,0,6
